x,y,z
0.003117644,0.583767205,9.04E-06
0.001838695,0.593739376,4.90E-06
0,0.593473875,0
2.80E-04,1.234256349,2.68E-07
0.001007372,1.233508147,2.85E-07
4.69E-04,1.233265044,7.68E-07
0,1.233393809,0
0,1.23454445,0
0.018120698,1.217381261,1.01E-06
0.024591554,1.217421102,3.40E-06
0.02368486,1.211676524,6.48E-06
0.028272457,1.233507514,9.60E-07
0.026453395,1.233508147,2.85E-07
0.002611569,1.203071258,4.28E-06
0.004607966,1.210763199,1.30E-06
0.006656212,1.197755125,5.90E-06
0,1.205604748,0
0.013336212,1.204500209,8.10E-06
0.027815435,1.214244883,1.02E-05
0.035936034,1.220748829,2.90E-06
0.038490641,1.207570108,1.28E-05
0.032784592,1.204741833,8.04E-06
8.43E-04,1.234144254,6.33E-07
7.79E-04,1.23454445,0
0.027702958,1.234144254,6.33E-07
0.027404734,1.23454445,0
0.028264524,1.234105239,1.30E-06
0.028247618,1.23454445,0
0.024761212,1.199192833,9.27E-06
0.026545413,1.185875432,1.86E-05
0.015378745,1.192508876,6.62E-06
0.033832079,1.194522161,2.69E-05
0.008368825,1.186483026,7.42E-06
0.022440137,1.180916936,2.02E-05
0.011784761,1.163773799,1.64E-05
0.011853576,1.1632994,1.65E-05
0.006265166,1.1420661,1.85E-05
0.00517754,1.159937936,1.53E-05
0,1.160316696,0
0,1.145662064,0
0.012182065,1.163459543,1.64E-05
0.01234147,1.163764958,1.64E-05
0.029044614,1.180834812,2.02E-05
0.040456194,1.193315094,2.76E-05
0.031276765,1.184825184,1.89E-05
0.0413189,1.179504538,4.55E-05
0.1,0.035178628,0
0.0952802,0.038695939,8.34E-05
0.1,0.075062169,0
0.098887567,0.07625642,1.97E-05
0.1,0.078476313,0
0.099387795,0.078859347,1.13E-05
0.1,0.080768043,0
0.099345981,0.081007807,1.20E-05
0.006930263,0.448738053,2.57E-05
0.00747674,0.462167675,2.77E-05
0,0.462280356,0
0,0.448912055,0
0.008406289,0.484292929,3.09E-05
0,0.484579735,0
0.009024069,0.493615239,3.32E-05
0,0.493705777,0
0.010476824,0.34039815,2.95E-05
0,0.33838507,0
0,0.345608441,0
0.010259363,0.343315651,2.89E-05
0.009255942,0.37092959,2.61E-05
0,0.369240101,0
0,0.378746873,0
0.008180314,0.401469234,2.28E-05
0,0.399804218,0
0.009036474,0.376836794,2.55E-05
0.007109181,0.432836171,1.92E-05
0,0.431384875,0
0,0.413594201,0
0.007674969,0.411820444,2.14E-05
0.011405893,0.62988776,4.15E-05
0.011016426,0.632970359,4.01E-05
0,0.632438012,0
0,0.630082489,0
0.011184743,0.627527097,4.07E-05
0,0.628278288,0
0,0.662009894,0
0.005343514,0.661988339,1.59E-05
0,0.927713991,0
0.008414682,0.948414869,2.63E-05
0,0.946115135,0
0.0075405,0.925944579,2.42E-05
0,0.959983789,0
0.008850113,0.957876786,2.77E-05
0.00217788,1.197825836,6.14E-06
0,1.198665573,0
0.003456343,1.172149938,9.75E-06
0,1.174409027,0
0.007157893,0.983267029,2.39E-05
0,0.981497583,0
0,0.991630415,0
0.008395977,1.018721725,2.76E-05
0,1.016888465,0
0.007375126,0.9897307,2.47E-05
0,1.023135038,0
0.008457564,1.020699211,2.78E-05
0.006986205,1.124549228,2.20E-05
0,1.124281938,0
0.007724207,1.111236024,2.43E-05
0,1.114862128,0
0.010772448,1.050548778,3.43E-05
0.010589999,1.054264744,3.37E-05
0.003687344,1.0530084,1.18E-05
0.007210809,1.039397546,2.30E-05
0,1.052354178,0
0.009441918,1.081496402,3.02E-05
0.009022044,1.089376462,2.88E-05
0,1.088292176,0
0,1.085376455,0
0.002125262,1.058900639,6.79E-06
0,1.066919343,0
0.088638249,1.222855629,6.08E-05
0.089817205,1.21887765,5.45E-05
0.1,1.233198029,0
0.1,1.23454445,0
0.074125701,1.23454445,0
0.098522548,1.23454445,0
0.084569103,1.224394362,5.28E-05
0.072691715,1.226676353,6.57E-05
0.1,0.09742201,0
0.087784504,0.090941604,1.81E-04
0.1,0.133197721,0
0.088166474,0.137119732,1.66E-04
0.1,0.191305212,0
0.099333837,0.191546096,1.21E-05
0.1,0.175473843,0
0.096444212,0.179568847,4.99E-05
0.1,0.19403212,0
0.099145787,0.19419763,1.42E-05
0.1,0.242635134,0
0.099618579,0.242739165,6.34E-06
0.1,0.243872388,0
0.099755149,0.24390611,4.24E-06
0.1,0.286568712,0
0.092011728,0.271341289,7.74E-05
0.006429382,0.895167413,2.49E-05
0.005992704,0.910926883,2.32E-05
0,0.91104895,0
0,0.895353953,0
0.011659217,0.729698206,4.14E-05
0.011360079,0.732212781,4.04E-05
0,0.731253249,0
0,0.729930113,0
0.011403538,0.727388457,4.05E-05
0,0.728711393,0
0,0.766102556,0
0.002424338,0.775578977,7.53E-06
0,0.774518753,0
0.002107949,0.765781669,5.83E-06
0,0.796485876,0
0.004531096,0.796384976,1.41E-05
0,0.686130413,0
0.002728722,0.685011282,8.14E-06
0.002669489,0.693415536,7.92E-06
0,0.693048367,0
0.1,0.543570062,0
0.099729961,0.54230476,4.20E-06
0.1,0.542299592,0
0.09965322,0.543571733,4.69E-06
0.1,0.598763082,0
0.09907334,0.5987692,1.25E-05
0.1,0.60227311,0
0.098917768,0.602269549,1.34E-05
0,1.05422241,0
0.094847609,1.197835957,4.34E-05
0.1,1.201543943,0
0.096065464,1.166332224,3.31E-05
0.1,1.17018841,0
0.1,0.13967204,0
0.088182305,0.145073228,1.66E-04
0.1,0.302355657,0
0.085436304,0.303987529,1.25E-04
0.1,0.507518508,0
0.091163741,0.509921231,6.73E-05
0.1,0.362490857,0
0.099613347,0.362533849,6.22E-06
0.1,0.316193457,0
0.091132718,0.328139265,7.62E-05
0.1,0.364128939,0
0.09970355,0.364143534,4.89E-06
0.1,0.473985311,0
0.099235282,0.427480483,1.11E-05
0.1,0.427458059,0
0.096652363,0.473338265,2.52E-05
0.1,0.424260245,0
0.099418362,0.424299941,9.58E-06
0.1,0.302821579,0
0.085418062,0.305061913,1.25E-04
0.1,0.48669002,0
0.085202338,0.487174766,1.13E-04
0.006937465,0.874922927,2.63E-05
0,0.874948829,0
0.007439852,0.861845155,2.82E-05
0,0.862072121,0
0.010081043,0.828730852,3.71E-05
0.0093043,0.821924164,3.42E-05
0,0.828975631,0
0,0.82298111,0
0.009399433,0.834486217,3.46E-05
0,0.834009464,0
0.088455942,0.650019276,9.12E-05
0.1,0.650087956,0
0.089008022,0.663671119,8.68E-05
0.1,0.663719281,0
0.085081773,0.960216387,1.38E-04
0.085109187,0.960909418,1.38E-04
0.1,0.962824723,0
0.1,0.962891635,0
0.086062224,0.956507383,1.29E-04
0.1,0.962424324,0
0.087602015,1.006297859,1.13E-04
0.088051743,1.015894628,1.09E-04
0.1,1.009268164,0
0.1,1.018080418,0
0.090341836,1.055954198,8.57E-05
0.091616452,1.077694998,7.44E-05
0.1,1.059208129,0
0.1,1.079799957,0
0.093562371,1.106525052,5.68E-05
0.096513042,1.145997158,3.08E-05
0.1,1.109486032,0
0.1,1.147147761,0
0.097505794,1.156735209,2.29E-05
0.1,1.158179631,0
0.1,0.485947686,0
0.085188218,0.486306644,1.13E-04
0.091167365,0.697996168,7.43E-05
0.092090696,0.723226453,6.65E-05
0.1,0.698148206,0
0.1,0.723328873,0
0.096796818,0.859376417,3.21E-05
0.09745102,0.904156045,2.56E-05
0.1,0.859653012,0
0.1,0.904321588,0
0.097728055,0.91235789,2.35E-05
0.1,0.912639453,0
0.096702121,0.847105668,3.35E-05
0.1,0.84724539,0
0.09495756,0.804653738,5.12E-05
0.1,0.804936024,0
0.094514199,0.784722106,5.38E-05
0.1,0.784863144,0
0.09350588,0.750144377,6.37E-05
0.1,0.750360689,0
0.05,-6.94E-17,0
0.054056257,-6.94E-17,0
0.049519856,1.23454445,0
0.050116366,1.23454445,0
0.051115553,1.23454445,0
